Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
10000,2.1872077,0.0,0.1864800402428955,118.72,0.059247144,0.013253172,0.20249547305944804,0.08302156026852694,0.012194727,0.09654772,0.0002998237,0.10158353,1.3445294
20000,2.0562208,2.0,0.8584422808387043,27.924836601307188,0.5889152,-0.030029137,0.8523930550009886,0.08004580646243663,0.025024455,0.099404916,0.000299529,0.20128402,0.8275293
30000,2.0058904,3.0,0.7411457315661727,56.209580838323355,0.49575847,0.165148,0.7402751135179796,0.10366657094648445,0.016239282,0.10423635,0.00029924614,0.14657636,0.51882195
40000,1.7769828,5.0,0.8151516796826822,45.24644549763033,0.6386281,0.32005858,0.8153538867760609,0.10092196044604784,0.012765166,0.0959674,0.00029896246,0.2200396,0.2941538
50000,1.5117787,7.0,0.8377317275058827,39.65447154471545,0.7041095,0.38320115,0.8383821343503347,0.060150517991221536,0.0045778574,0.095965385,0.0002986497,0.13555399,0.14077726
60000,1.3175019,9.0,0.8055491537512468,46.20809248554913,0.69143355,0.39100632,0.8048448399908241,0.15451279415310115,0.0077155977,0.10342044,0.00029834264,0.27302518,0.23280378
70000,1.2896416,9.0,0.25415119987934137,118.29069767441861,0.45613253,0.45278472,0.24968625482390908,0.30168594507610097,0.005227924,0.098746404,0.00029803344,0.2067773,0.4523341
80000,1.1474321,10.0,0.7235842328775968,58.90526315789474,0.61207956,0.27010486,0.7223982603926408,0.10642586490629535,0.01188266,0.1004364,0.00029775454,0.17112926,0.337084
90000,1.0715327,13.0,0.8720075183314454,31.09646302250804,0.7823311,0.21534935,0.8719174911738209,0.0316187032195964,0.0029640081,0.106111005,0.00029747625,0.09257181,0.120074704
100000,0.9276179,16.0,0.8573571612359956,34.725,0.7859373,0.29206827,0.8586619185549872,0.038305579017781255,0.003935677,0.09595032,0.0002971685,0.0742282,0.071498014
110000,1.004158,16.0,0.6748091873911899,74.55725190839695,0.6239098,0.275718,0.6726004984087617,0.159877915792025,0.006398906,0.09281867,0.00029685843,0.17692587,0.15645842
120000,1.0027705,16.0,0.6960735578339903,71.26470588235294,0.55158675,0.20587467,0.6968774508465739,0.09889021995888256,0.008485911,0.093792334,0.0002965461,0.13500467,0.13605401
130000,0.94298965,16.0,0.6507672700220076,84.12931034482759,0.5279173,0.14558783,0.6511925073533222,0.10148146804392033,0.0075241067,0.09535582,0.000296236,0.11571817,0.14399323
140000,0.8582763,16.0,0.707662277096352,65.49006622516556,0.5625962,0.07876281,0.7076092733452651,0.05081932575731779,0.008152561,0.09758471,0.00029592743,0.07266055,0.09577249
150000,0.7715877,16.0,0.7146301638791083,66.93150684931507,0.5799148,0.13422085,0.7142607725801922,0.05352800052777744,0.0066205747,0.097055055,0.00029564562,0.078409135,0.08867229
160000,0.70159245,16.0,0.7270384867875598,64.07051282051282,0.590183,0.10494894,0.7273827966182462,0.03859953857252314,0.007683713,0.10212431,0.0002953653,0.06060044,0.06561707
170000,0.6565305,16.0,0.7183084151435162,67.81632653061224,0.5839488,0.024107656,0.7185986291389076,0.028638769858231654,0.0071202233,0.101220384,0.0002950549,0.04651674,0.0481914
180000,0.65329903,16.0,0.7647568877128994,57.87647058823529,0.608527,-0.01527205,0.7643019704257741,0.028344293645418742,0.0056067603,0.09508424,0.00029474427,0.043696262,0.05674547
190000,0.6176722,16.0,0.7359451442749648,60.51829268292683,0.61554605,-0.028033558,0.7358800859712973,0.027246335095430656,0.007265541,0.09932522,0.00029443332,0.042812932,0.06639356
