Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
10000,2.1781464,0.0,0.2918135292018719,107.25,0.010603271,0.018760625,0.28616865104939565,0.033199333395045924,0.020353498,0.10385332,0.00029981777,0.043707892,1.3243245
20000,2.0776765,0.0,0.6390747330017688,53.275862068965516,0.29543608,0.08089743,0.6379406051389103,0.05606085438035086,0.022626966,0.098205045,0.0002995549,0.10654317,0.87423635
30000,1.8444012,2.0,0.7518000186807136,41.53658536585366,0.5343283,0.16240533,0.7527993500811382,0.1519545691350059,0.018694444,0.099866584,0.00029927582,0.1982361,0.43160877
40000,1.6489587,2.0,0.4087460633389474,94.24761904761905,0.2258805,0.2709588,0.4065833123257527,0.19943323513815323,0.022566263,0.0985934,0.00029896473,0.20263228,0.24485195
50000,1.5429654,2.0,0.35997225410796496,91.72222222222223,0.22608735,0.28780523,0.37509874751170474,0.19035876166567,0.022358067,0.097322494,0.0002986517,0.17560707,0.21150775
60000,1.6087139,2.0,0.4233889188908506,84.69166666666666,0.19113763,0.24921745,0.4081638728578885,0.12012847845326177,0.020144688,0.10020393,0.00029833755,0.12765612,0.20206967
70000,1.6560874,2.0,0.4388414535318836,88.11650485436893,0.23733743,0.18112597,0.4379870414155201,0.09453165824570268,0.02299244,0.101345114,0.00029805588,0.09632896,0.23443823
80000,1.5815551,2.0,0.5162807291118022,72.84210526315789,0.24846928,0.13583155,0.5192562094820079,0.07579372730106115,0.024161434,0.10239792,0.0002977747,0.09853054,0.18546858
90000,1.536785,2.0,0.5725723942910248,67.9342105263158,0.35651055,0.11829462,0.5725723579525948,0.06294465897831526,0.02396312,0.102915466,0.00029746033,0.09806106,0.17347679
100000,1.4843228,2.0,0.6037095484506738,65.87142857142857,0.36317632,0.12031496,0.6037095161420959,0.07244833776161873,0.022341724,0.094831765,0.0002971444,0.08530734,0.1648264
110000,1.5428432,3.0,0.637033551750903,58.633136094674555,0.36270195,0.102760315,0.6353789621165821,0.03538598601880949,0.02171975,0.095102064,0.00029683425,0.059758782,0.16028096
120000,1.5398029,3.0,0.5116978460296153,83.57943925233644,0.36424488,0.08502423,0.5295700873726996,0.04035015366797414,0.017569792,0.09779334,0.0002965522,0.045452572,0.11861698
130000,1.458771,3.0,0.42451518367637286,97.26262626262626,0.2625505,0.067367,0.41029665380716324,0.047341063520871106,0.017863488,0.09474312,0.00029627315,0.04760627,0.11604063
140000,1.4223392,3.0,0.4548252736087165,91.42718446601941,0.24826118,0.06826945,0.45482523319790663,0.053313801537530084,0.019920276,0.09956561,0.00029595935,0.05459834,0.11378193
150000,1.5022613,3.0,0.47845358194470344,88.29508196721312,0.29403368,0.06298345,0.47845354065543316,0.04033031570725143,0.019678343,0.09722337,0.0002956467,0.046281736,0.13888755
160000,1.5112365,3.0,0.6845366689013251,67.16312056737588,0.39584908,0.057305068,0.696550001842635,0.03298972314389955,0.020225536,0.10189362,0.00029533386,0.04748588,0.14262383
170000,1.4745191,3.0,0.6185797393402975,76.1159420289855,0.39297682,0.057736583,0.6047028942384581,0.038899144056536585,0.018106032,0.09845961,0.00029502358,0.049395334,0.13743336
180000,1.3797563,5.0,0.7895456361902976,50.357894736842105,0.515554,0.066858344,0.7902164100352382,0.032041731909775606,0.015115863,0.09597242,0.00029474474,0.05784762,0.14702553
190000,1.2903434,6.0,0.7180145201475724,69.47826086956522,0.5172332,0.06746715,0.7173649588205518,0.03120554775427891,0.010695446,0.097615086,0.00029446575,0.042760827,0.11004388
200000,1.2920775,8.0,0.780808988000043,53.89473684210526,0.5809153,0.06998637,0.7813625747000265,0.025898726514066783,0.0073292367,0.09877116,0.0002941566,0.044591162,0.1174919
210000,1.195232,10.0,0.7944141623723988,50.44444444444444,0.61308676,0.07333484,0.7938163341308127,0.02334218789771085,0.0074412674,0.09600185,0.0002938484,0.043893345,0.11457144
220000,1.1576587,13.0,0.8591534962154014,34.280575539568346,0.725954,0.076625384,0.8591529378754263,0.02376495572274357,0.006937612,0.09684192,0.000293541,0.05995345,0.16560677
230000,1.2379903,15.0,0.7884643774565762,51.94219653179191,0.7135169,0.081499465,0.7895670581137997,0.021710104381280213,0.0059973304,0.10440133,0.00029323276,0.038935713,0.11772247
240000,1.2604505,15.0,0.5559271183180196,107.20833333333333,0.49744174,0.07138071,0.5550381764769554,0.04490847106111081,0.0057845064,0.1012282,0.000292936,0.040490106,0.12650095
250000,1.0660992,16.0,0.6695983203717022,81.53846153846153,0.50085515,0.080644295,0.6695536559416075,0.049069237236280816,0.009633696,0.099768415,0.00029265461,0.06377359,0.105426766
260000,1.0545205,16.0,0.5193257063530899,110.27586206896552,0.32793185,0.110126466,0.5193256461757353,0.20350586697352172,0.015573244,0.09759389,0.0002923434,0.15332457,0.23883767
270000,0.9633916,16.0,0.5252939439578963,106.6774193548387,0.4023624,0.10693377,0.5252938885842601,0.1281284062912868,0.01081541,0.10533593,0.00029203706,0.11276601,0.23292574
280000,0.94414204,16.0,0.56100003431868,103.4020618556701,0.40182447,0.114744954,0.5606319212044278,0.11465880573814502,0.011089982,0.09458419,0.0002917279,0.09986041,0.19738057
290000,0.9338672,16.0,0.613806381120923,95.39047619047619,0.4216054,0.12777972,0.6136414926007109,0.09896433079298937,0.010167108,0.09783857,0.00029144596,0.102967,0.16934314
300000,0.89695346,16.0,0.6004466355724025,96.28155339805825,0.44705743,0.10706761,0.6004465853126304,0.07479870582600712,0.009693468,0.096349195,0.00029116412,0.07046029,0.15962198
310000,0.85372776,16.0,0.6303826396657235,89.13913043478261,0.4521487,0.092402756,0.6305760027546632,0.0707779911381454,0.009547696,0.10164739,0.00029085326,0.07143726,0.13956346
320000,0.8606509,16.0,0.601399371114624,96.0,0.4688061,0.10282689,0.600726059167692,0.10010285727480325,0.008996842,0.09276217,0.00029054395,0.09490375,0.17584458
330000,0.8891319,16.0,0.6278931150248028,91.9245283018868,0.44958943,0.09632149,0.6278679025060726,0.08278878756803197,0.010671444,0.09900476,0.00029023402,0.08820676,0.18686122
340000,0.8494129,16.0,0.6394938605371863,89.08333333333333,0.4445844,0.09870932,0.6398562460864355,0.06416964909775234,0.009516109,0.0974218,0.0002899539,0.07385615,0.15202996
350000,0.8967725,16.0,0.6461149747242573,87.36206896551724,0.46228346,0.09131318,0.645121723672618,0.07137647492345423,0.009234669,0.10016847,0.00028967156,0.069243185,0.16178618
360000,0.8955938,16.0,0.6397134825391205,89.00877192982456,0.4844417,0.08267533,0.6404502702909604,0.062403096904234734,0.008778038,0.094493024,0.00028936082,0.062333662,0.15467441
370000,0.82106,16.0,0.670406193472445,81.3781512605042,0.47584474,0.083201006,0.6704555407166481,0.05346282569492663,0.008450383,0.096108705,0.00028904292,0.06771125,0.16475621
380000,0.83381164,16.0,0.6602203700991379,83.91525423728814,0.4940506,0.077927984,0.6587492670768347,0.0524866311551215,0.007959644,0.10197125,0.0002887336,0.057726227,0.12167535
390000,0.8534633,16.0,0.6583861406659708,82.33333333333333,0.48970777,0.07475033,0.6736555387576421,0.05301877031403516,0.0079304585,0.09992398,0.0002884539,0.061653607,0.13822731
400000,0.78285265,16.0,0.667933362016144,81.99166666666666,0.5073751,0.0751446,0.6549860917031765,0.069026854011463,0.008205543,0.093285784,0.00028817012,0.07518508,0.14642397
410000,0.787695,16.0,0.6674153314994984,82.1311475409836,0.4964454,0.072624035,0.6664098230053167,0.04378219038108745,0.007456823,0.104747035,0.0002878586,0.054505814,0.109251775
420000,0.82635856,16.0,0.6696530370305094,79.57377049180327,0.5214114,0.059834566,0.6690846872134287,0.04259017200140496,0.007237783,0.09865106,0.00028754823,0.052499574,0.11405696
430000,0.80735594,16.0,0.6675683387982674,82.0327868852459,0.51070994,0.06589689,0.6673278554541165,0.051031500137349986,0.007502746,0.1022141,0.00028723682,0.0578349,0.12526633
440000,0.7392953,16.0,0.6808279857204687,78.8225806451613,0.5039545,0.07319641,0.685129014234389,0.05199826032584233,0.007424618,0.09977137,0.00028692526,0.060705204,0.1014363
450000,0.7640092,16.0,0.6792493519047654,79.21138211382114,0.5053271,0.07598098,0.6750541838203988,0.044760786327703785,0.007497628,0.09734804,0.00028664537,0.053653672,0.101823546
460000,0.7611246,16.0,0.6667507100941205,82.29268292682927,0.5163151,0.07113312,0.667487789460314,0.045448715832629584,0.00695054,0.10020737,0.00028636437,0.053938605,0.09758706
470000,0.7131489,16.0,0.659241410694888,84.18103448275862,0.50930566,0.06395331,0.6599425077438354,0.050817012134538,0.006939558,0.10759773,0.00028605192,0.052880883,0.09001068
480000,0.6621936,16.0,0.6767288453450774,79.8135593220339,0.5090308,0.072321236,0.6759635685872631,0.056738196690214654,0.006918922,0.09667099,0.00028574164,0.06732105,0.07105199
490000,0.6842944,16.0,0.6799583631873247,79.0,0.5101114,0.078074165,0.6784645518449348,0.049030130686913066,0.0074948072,0.09430402,0.00028542842,0.056553446,0.08358671
500000,0.7082831,16.0,0.6730813304250075,80.72357723577235,0.4992114,0.07315571,0.6744254599741804,0.03066921110995629,0.00726334,0.1063202,0.00028514827,0.035381813,0.081107676
510000,0.7239557,16.0,0.6855208626657259,77.65625,0.5293355,0.06520415,0.6866458172444254,0.04041545392101398,0.0064670136,0.090968534,0.00028486984,0.049453318,0.08772205
520000,0.73111403,16.0,0.6934179381203296,75.61194029850746,0.53193486,0.067015976,0.693315773530114,0.0346178541325831,0.0062187286,0.09977045,0.00028456197,0.045035075,0.086000204
530000,0.6800899,16.0,0.6978804349671793,74.55725190839695,0.5569077,0.06329883,0.6973232197942156,0.03779651161466697,0.006325011,0.099422604,0.0002842534,0.041483328,0.070668094
540000,0.6723752,16.0,0.6968485125072413,74.81060606060606,0.5347987,0.06082591,0.6982366328931037,0.032303449339659895,0.006385109,0.097761534,0.0002839397,0.043269157,0.073716596
550000,0.644773,16.0,0.692416696343571,75.96875,0.523651,0.060366515,0.6906717829979383,0.03477406818061494,0.006429799,0.09664972,0.00028363016,0.0433909,0.06358481
560000,0.6554476,16.0,0.7058019587716114,72.57971014492753,0.53409284,0.059579663,0.7070097153204201,0.03330695034392658,0.0064267814,0.09592584,0.00028335123,0.042174056,0.06573158
570000,0.63086796,16.0,0.7083823801744181,71.94117647058823,0.5623517,0.05936324,0.707578423926059,0.036317226452143477,0.005818638,0.104536474,0.00028307177,0.05152912,0.07859085
580000,0.6395879,16.0,0.7239195655517537,68.10344827586206,0.5578393,0.057019297,0.7233034364108382,0.02533236380971583,0.005419244,0.09362032,0.00028276062,0.03600923,0.084612116
590000,0.6950564,16.0,0.724842618814566,67.84722222222223,0.5751876,0.05763796,0.7249402206519554,0.026719068258936548,0.0051856106,0.10543819,0.00028245014,0.036395703,0.067720346
600000,0.6855404,16.0,0.7142435248663768,70.48936170212765,0.55607903,0.057832543,0.7143237978219986,0.024112555323102112,0.005513827,0.10022894,0.0002821404,0.03198835,0.06282658
610000,0.6938136,16.0,0.7065522656915014,72.45522388059702,0.56556314,0.057911873,0.7075671506906623,0.02562483806039707,0.005818709,0.10228411,0.00028182968,0.03535385,0.070301235
620000,0.65265596,16.0,0.7169660128301427,68.1360544217687,0.5613764,0.051964886,0.7161315107832149,0.02439761008088458,0.0055334796,0.093472555,0.0002815486,0.029457126,0.048899513
630000,0.6621106,16.0,0.7348933585919439,65.38,0.581187,0.053952243,0.7339599947134654,0.029232494997171066,0.0048951376,0.094556905,0.0002812692,0.04364256,0.074984096
640000,0.68761045,16.0,0.7290044991149498,66.85906040268456,0.5834349,0.051672705,0.7307117037676476,0.017170460966283555,0.0045741373,0.102515355,0.00028095982,0.025194127,0.062612474
650000,0.6812179,16.0,0.7330360617866186,65.80405405405405,0.5757701,0.044527497,0.731993283201384,0.020807931436407037,0.0049421526,0.09213571,0.00028065042,0.030488381,0.05594191
660000,0.68228513,16.0,0.7313848134355257,66.18791946308725,0.581597,0.041183125,0.7320559196824196,0.02171841980623794,0.004549113,0.096347794,0.0002803392,0.03020243,0.059782542
