Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
10000,2.1806138,0.0,0.09274652117902649,126.88732394366197,0.56345403,0.019427834,0.0814190196139472,0.12200637055294854,0.010447564,0.09764036,0.0002998214,0.20274748,1.4969375
20000,2.1006148,0.0,0.45841669346290553,75.5909090909091,0.31357494,0.078939214,0.47269190757563617,0.06450909916240948,0.015389961,0.096404806,0.00029953427,0.084407486,1.037921
30000,1.9413042,0.0,0.7276621391912076,40.95454545454545,0.47603837,0.103273906,0.7276560558514161,0.05777078531259163,0.02208532,0.103924476,0.0002992557,0.13436045,0.58402145
40000,1.848107,2.0,0.8325858395964377,27.614617940199334,0.60412264,0.11966111,0.8265264900709619,0.03954238655656231,0.018534906,0.10103679,0.00029897472,0.123157024,0.44120747
50000,1.7300738,2.0,0.21952160453862127,114.38823529411765,0.35745636,0.12605692,0.21952154145521277,0.10463273955837768,0.012372329,0.10090302,0.00029864878,0.07365228,0.17705019
60000,1.7007207,2.0,0.1414917067217175,132.05,0.17245772,0.09589833,0.14149163365364076,0.08415152462548577,0.015315875,0.10249479,0.00029833036,0.061113518,0.17761631
70000,1.6475112,2.0,0.3684629975662877,109.46666666666667,0.18820804,0.07843112,0.3684629400571187,0.07123817742491761,0.021874994,0.10195119,0.00029805227,0.063030064,0.20390823
80000,1.6342282,2.0,0.31958611706875595,113.91208791208791,0.16084681,0.06780148,0.3204962713850869,0.06555896666832269,0.018760026,0.09879684,0.0002977724,0.052334446,0.15424447
90000,1.6735911,2.0,0.6051451892990078,77.4758064516129,0.3237982,0.06967345,0.5992222183603582,0.05200567711674707,0.021921013,0.0965191,0.00029746193,0.06594958,0.21059056
100000,1.6492141,2.0,0.6564388765883129,70.44604316546763,0.44865692,0.06986803,0.6594857098800796,0.04503080466695662,0.018061135,0.10008945,0.00029715226,0.061130144,0.19990487
110000,1.7092512,2.0,0.7132650846503226,64.59036144578313,0.48674032,0.07367085,0.7112248990550099,0.045700142084317934,0.017843146,0.098523736,0.00029684167,0.06982012,0.23218985
120000,1.6949891,2.0,0.772007554234137,54.61581920903955,0.53636813,0.08078912,0.77481733068908,0.03966737446233125,0.016587202,0.09910021,0.00029653433,0.069497615,0.19836935
130000,1.7251511,3.0,0.7860382745408865,52.53005464480874,0.59034157,0.08105165,0.7836520221534666,0.041955712041561746,0.012408016,0.096381836,0.00029622743,0.07711123,0.19868883
140000,1.7159758,4.0,0.7883403001857611,51.979166666666664,0.57209295,0.08439065,0.788077734603783,0.03888711239177483,0.010321664,0.09922468,0.00029594998,0.06898903,0.1597962
150000,1.6249491,4.0,0.7547681392430796,60.40372670807454,0.61469287,0.09037195,0.755173921585083,0.04080198719657911,0.0075366683,0.09904434,0.00029567303,0.0659409,0.12653007
160000,1.6159565,4.0,0.7520314702565003,61.0377358490566,0.5621933,0.09192982,0.7524088145052112,0.039440986606638015,0.008830867,0.099464044,0.000295365,0.061852288,0.139653
170000,1.5635566,5.0,0.7908231507682678,51.37755102040816,0.60732615,0.094707176,0.7902653156494608,0.03624898995919039,0.007048458,0.08834092,0.0002950562,0.06288235,0.13754992
180000,1.4764189,6.0,0.7916003710965758,51.17801047120419,0.6600231,0.09921311,0.7913979210778681,0.03335124204978737,0.0043340935,0.101422265,0.00029474762,0.061100196,0.11013521
190000,1.4703034,6.0,0.7734331679030579,55.74576271186441,0.63759816,0.096542746,0.7740131928085607,0.03003445246367384,0.005276148,0.10348161,0.0002944372,0.049952634,0.112414524
200000,1.470112,6.0,0.7854014554922218,52.67204301075269,0.6496625,0.0969977,0.7860322735642874,0.02895344727702679,0.004652959,0.09801108,0.00029412974,0.04973112,0.10719395
210000,1.419715,7.0,0.8038801525448784,48.10344827586207,0.64192635,0.100496314,0.8026716127771462,0.022481620137400814,0.0047440454,0.09530403,0.00029385462,0.04210433,0.10311781
