Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
340000,1.5982717,8.0,-0.4247800737242908,221.4468085106383,-0.018832233,-0.42483694566057084,0.01234576,0.06528188,0.0002899526
350000,1.5201985,8.0,-0.0970932688144967,202.52,-0.0053418605,-0.11474515585338368,0.021471988,0.066462606,0.0002896295
360000,1.4961225,8.0,-0.4506045838460586,227.1627906976744,-0.0091917,-0.4506047104680261,0.014948742,0.07420503,0.00028934478
370000,1.389908,8.0,-0.2194266012776643,203.16,-0.01382539,-0.2035238572529384,0.014866647,0.07302064,0.00028905936
380000,1.5135165,8.0,-0.6495237428074082,232.04761904761904,-0.01687592,-0.6495556228217625,0.011050248,0.06968431,0.00028874355
390000,1.5330024,8.0,-0.09791993747930974,202.76,-0.008172568,-0.09792005360126495,0.020815393,0.06783945,0.0002884287
400000,1.547984,8.0,-0.5677618420893504,223.64285714285714,-0.013988639,-0.5777520079945409,0.00833116,0.06670266,0.00028814567
410000,1.5326489,8.0,-0.6155703000517355,230.0,-0.01912802,-0.6068940000100569,0.009813091,0.06530683,0.0002878571
420000,1.6776267,8.0,-0.5175934309117133,225.29268292682926,-0.022902707,-0.5290159391505378,0.010647479,0.06940158,0.0002875384
430000,1.7232974,8.0,-0.8188332667288539,237.1590909090909,-0.023712324,-0.8146822424822076,0.005242224,0.061939128,0.00028725443
440000,1.7054166,8.0,-0.7534700191746919,238.0,-0.032452002,-0.7595667384564877,0.005038722,0.06557603,0.00028696776
450000,1.6768721,8.0,-0.7398722707838851,236.46808510638297,-0.027182743,-0.7342754272015198,0.005870125,0.06842564,0.0002866499
460000,1.6722581,8.0,-0.7247142184060067,238.97619047619048,-0.022448001,-0.7246826064018976,0.005955738,0.072656594,0.0002863304
470000,1.5081024,8.0,-0.23219851774975975,205.31914893617022,-0.0055605746,-0.23217025906481642,0.016127514,0.0679389,0.0002860425
480000,1.3149798,8.0,-0.08636225262434101,204.6304347826087,0.015350406,-0.10580147137033179,0.019026142,0.072989725,0.0002857551
490000,1.3433999,8.0,-0.10219601806088843,200.35294117647058,0.013926086,-0.10219613711039226,0.020752579,0.06869978,0.00028543684
500000,1.4943178,8.0,-0.1096231268627731,199.65217391304347,-0.0004791018,-0.10962323974008145,0.020925818,0.07010856,0.00028515075
510000,1.428923,8.0,-0.012565975336639106,199.58490566037736,0.0016963151,-0.04269235581159592,0.020185538,0.065941915,0.00028486404
520000,1.4101337,8.0,0.056306730969808996,194.28,0.016899917,0.10735995590686798,0.027648736,0.062564515,0.0002845472
530000,1.4107443,8.0,-0.24180763103336525,203.05769230769232,-0.0004739453,-0.24183338250105196,0.017126456,0.07357193,0.00028423168
540000,1.4025965,8.0,-0.2436666031981903,218.29545454545453,-0.0005540082,-0.2436364177953113,0.0194343,0.06920137,0.00028394558
550000,1.3222549,8.0,-0.37817014848932307,209.93617021276594,-0.012095415,-0.39109727429846924,0.013995124,0.07541471,0.00028366334
560000,1.2439307,8.0,-0.12951014055490342,204.16326530612244,0.010075675,-0.12951025974993802,0.019540625,0.067834534,0.00028334692
570000,1.3230011,8.0,0.10796232313743599,188.41509433962264,0.014655099,0.10796221640874755,0.027246784,0.07221814,0.000283029
580000,1.2903042,8.0,-0.07216319891776206,200.0612244897959,0.014278744,-0.0721633142354537,0.023197716,0.06711385,0.0002827443
590000,1.0911375,8.0,0.37224864365012084,176.52542372881356,0.034125354,0.39588501689762906,0.032520853,0.06604521,0.0002824605
600000,1.0614338,8.0,0.19915283893836508,188.14583333333334,0.023443118,0.1747074400892063,0.029331079,0.068984,0.00028214286
610000,1.0830011,8.0,-0.027031386262333056,203.24528301886792,0.004725612,-0.008346208586142613,0.024959315,0.0653579,0.0002818549
620000,1.1470453,8.0,0.08491857494227588,199.44444444444446,0.012108988,0.08488882846302456,0.02578793,0.06920442,0.0002815692
630000,1.1514251,8.0,0.18840941507777756,188.140350877193,0.011266228,0.16796546917537164,0.028440839,0.067730404,0.00028125412
640000,1.1118542,8.0,0.35892862594170893,176.57142857142858,0.031226104,0.3439635921608318,0.033811007,0.077227466,0.00028093945
650000,1.1885881,8.0,0.4503825702895334,164.60655737704917,0.035119575,0.44476499420697574,0.034051638,0.06902265,0.00028065377
660000,1.091714,8.0,0.6809312682635786,161.5873015873016,0.065811306,0.7209840932535747,0.045248754,0.07063844,0.00028036413
670000,1.1066445,9.0,1.8199642176732596,119.484375,0.09283944,1.7766006144193502,0.12949386,0.06740485,0.00028005018
680000,1.0411042,10.0,1.079372004487218,166.24528301886792,0.08429183,1.0793719252325453,0.119426794,0.05974782,0.00027976668
690000,1.1164738,10.0,-0.2695624458331925,185.52083333333334,0.016470253,-0.2695625554770231,0.014559527,0.06342761,0.0002794457
700000,1.0352049,10.0,-0.3854538417034882,195.85106382978722,-0.006117562,-0.3720942567224088,0.0068390793,0.06953338,0.00027912494
710000,0.9447733,10.0,-0.40258164145965497,201.9607843137255,-0.016449008,-0.4025817595276178,0.006564424,0.06766675,0.00027883574
720000,0.8779693,10.0,-0.5327013284404529,209.70833333333334,-0.020955764,-0.5327570047229528,0.0054377792,0.07387594,0.0002785512
730000,0.91442734,10.0,-0.3827385044035812,197.05882352941177,-0.010935529,-0.39455775228830486,0.0062952065,0.06710699,0.0002782321
740000,0.9455112,10.0,-0.19276603247169732,173.94736842105263,-0.009841493,-0.1927661263106162,0.008533842,0.063122824,0.0002779436
750000,0.92365736,10.0,-0.3717332776961848,191.44,-0.012615271,-0.3717333835363388,0.0064913617,0.06258327,0.00027766102
760000,0.98106754,10.0,-0.5367414387826789,209.18367346938774,-0.02079402,-0.5519575064486646,0.0049861902,0.06865888,0.0002773444
770000,0.98136276,10.0,-0.565094141244038,210.3695652173913,-0.028040402,-0.5490139486889044,0.004618463,0.071044564,0.0002770295
780000,1.021739,10.0,-0.6225814972013394,217.89361702127658,-0.018651608,-0.622581624604286,0.004483591,0.06721017,0.0002767425
790000,1.0436511,10.0,-0.6171628995332867,213.77777777777777,-0.026492624,-0.6084924787282944,0.003628979,0.06662384,0.0002764563
800000,0.9544889,10.0,-0.5238368211343806,209.10638297872342,-0.01920851,-0.5337292229135832,0.0050537586,0.06896425,0.0002761426
810000,1.0107971,10.0,-0.45568583998829126,194.17307692307693,-0.014971501,-0.45568594049948913,0.0050482852,0.070350274,0.0002758284
820000,0.9380586,10.0,-0.47647511614783805,208.0,-0.020535799,-0.46509425147720007,0.0053057983,0.07204288,0.00027554293
830000,0.9403598,10.0,-0.34326917413944524,190.15384615384616,-0.01799848,-0.34332055942370343,0.0070396597,0.06929319,0.00027525597
840000,0.9751999,10.0,-0.4749737975424996,200.50980392156862,-0.016032841,-0.48501928036029524,0.005319818,0.06875183,0.00027493897
850000,0.9547209,10.0,-0.5551417866434426,206.38297872340425,-0.023962323,-0.5454710721969604,0.005204587,0.06912286,0.00027465392
860000,0.9741444,10.0,-0.4803616422614915,208.91489361702128,-0.014701773,-0.49118755509455997,0.004702422,0.0711452,0.0002743678
870000,0.9124895,10.0,-0.4994557220963951,204.9387755102041,-0.022174155,-0.514784773811698,0.004650828,0.06737389,0.0002740494
880000,0.9298815,10.0,-0.4386217393285523,199.5,-0.01222561,-0.414871850839028,0.0063426876,0.06594256,0.00027373323
890000,0.97501236,10.0,-0.25649013911720875,185.2549019607843,-0.014129385,-0.25649025042851764,0.0073499624,0.06695105,0.00027345127
900000,1.0020199,10.0,-0.301993772301271,189.72222222222223,-0.011451016,-0.3146606532010165,0.0071663386,0.0643333,0.00027316881
910000,0.99915695,10.0,-0.4766189888100691,204.30612244897958,-0.015626598,-0.4766191013005315,0.005389885,0.065997496,0.00027285243
920000,0.91943103,10.0,-0.5568740138214909,215.42222222222222,-0.019789826,-0.5468030971559611,0.004655758,0.07244985,0.0002725325
930000,0.9542277,10.0,-0.5437916082106918,207.29166666666666,-0.020532692,-0.543791730577747,0.004546918,0.066207446,0.00027224526
940000,0.9501194,10.0,-0.37878389221064196,190.44444444444446,-0.01777512,-0.3787839970103017,0.0061019827,0.068294466,0.00027195548
950000,0.93740755,10.0,-0.41901475912373926,197.75555555555556,-0.020300953,-0.4316449884487235,0.0057800165,0.06981035,0.00027163676
960000,0.9498256,10.0,-0.3633136688685958,192.27450980392157,-0.017329616,-0.3743200486898422,0.0063523646,0.06505345,0.00027135533
970000,0.97123647,10.0,-0.3781453961210156,193.05454545454546,-0.015771773,-0.36805361828633715,0.007107851,0.06951727,0.00027107107
980000,0.99863684,10.0,-0.4066732764383778,195.22,-0.015964128,-0.40667338609695436,0.0057301987,0.07559645,0.00027075075
990000,1.018893,10.0,-0.5793900106825489,217.7872340425532,-0.022242442,-0.6029493381147799,0.0049405983,0.07340248,0.00027043145
1000000,1.0345427,10.0,-0.4423468778793681,205.89795918367346,-0.016189056,-0.41170073589500117,0.0060019204,0.07165605,0.0002701479
1010000,1.003416,10.0,-0.43238753546570796,211.04651162790697,-0.014742685,-0.4452273371544751,0.006084149,0.06584599,0.00026986437
1020000,1.0112399,10.0,-0.4429199404641986,199.12,-0.019249044,-0.4429200488328934,0.005651838,0.067646645,0.00026954914
1030000,1.0410774,10.0,-0.29189737937234056,186.82692307692307,-0.0038102781,-0.2918974780119382,0.0068114684,0.068655685,0.0002692342
1040000,1.0215853,10.0,-0.47796370641267655,210.2173913043478,-0.015244572,-0.46639264225959776,0.005308887,0.07201863,0.000268952
1050000,1.0110705,10.0,-0.4959614782441909,208.90384615384616,-0.016967341,-0.49593595415353775,0.005767198,0.06672137,0.00026866928
1060000,1.0282484,10.0,-0.516007346375328,210.62222222222223,-0.015741324,-0.5433630241288079,0.004954606,0.066284716,0.00026835335
1070000,1.1315136,10.0,-0.44674462233075596,200.5531914893617,-0.020325346,-0.4205532467111628,0.0052902456,0.0686183,0.00026803688
1080000,1.1472028,10.0,-0.6263263250439195,222.60416666666666,-0.026436614,-0.6263542299469312,0.0040568374,0.06920877,0.00026775213
1090000,1.231967,10.0,-0.38216306386574944,195.08510638297872,-0.011699647,-0.39500699813167256,0.0058596972,0.06659422,0.00026746388
1100000,1.2682331,10.0,-0.35060113383224234,188.91071428571428,-0.013178322,-0.35060123833162443,0.0068677454,0.07263602,0.00026714732
1110000,1.2335557,10.0,-0.551412983782306,206.95652173913044,-0.021901371,-0.5514131006987198,0.004183569,0.06884311,0.0002668319
1120000,1.229423,10.0,-0.6274396576126047,213.82978723404256,-0.024828417,-0.627439779170016,0.0032579212,0.06716878,0.00026654528
1130000,1.3074887,10.0,-0.34259609698514953,194.69230769230768,-0.00643458,-0.3297320762101342,0.0065761516,0.06900455,0.00026626015
1140000,1.3007301,10.0,-0.42664532939051375,206.08510638297872,-0.01303731,-0.43856255523860455,0.0052605956,0.06319371,0.00026594196
1150000,1.3826816,10.0,-0.7070071823267348,224.04347826086956,-0.026281292,-0.7070073109606038,0.0032578632,0.06359813,0.0002656568
1160000,1.5243989,10.0,-0.39768079268012907,198.91489361702128,-0.018393865,-0.38458701514679455,0.00536844,0.06532461,0.00026537254
