Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
120000,1.0177151,1.0,-0.20183133,0.6460759,0.022912495,0.10318318,0.00029654568,0.29670766,0.50629115,-0.553579650586471,212.8913043478261,-0.5408841293791066,0.7143715266138315
120000,1.0177151,1.0,-0.20183133,0.6460759,0.022912495,0.10318318,0.00029654568,0.29670766,0.50629115,-0.553579650586471,212.8913043478261,-0.5408841293791066,0.7143715266138315
130000,0.9305334,1.0,-0.24427068,0.48607492,0.01579822,0.096682206,0.00029626553,0.25464052,0.48463994,-0.4939541918654725,205.31372549019608,-0.48219237419275135,0.5893497853898085
130000,0.9305334,1.0,-0.24427068,0.48607492,0.01579822,0.096682206,0.00029626553,0.25464052,0.48463994,-0.4939541918654725,205.31372549019608,-0.48219237419275135,0.5893497853898085
130000,0.9305334,1.0,-0.24427068,0.48607492,0.01579822,0.096682206,0.00029626553,0.25464052,0.48463994,-0.4939541918654725,205.31372549019608,-0.48219237419275135,0.5893497853898085
140000,0.9435072,1.0,-0.2070663,0.36893713,0.017661298,0.09840762,0.00029595065,0.26241213,0.42321187,-0.29696661262307317,187.74,-0.29696672916412353,0.5022107335925102
140000,0.9435072,1.0,-0.2070663,0.36893713,0.017661298,0.09840762,0.00029595065,0.26241213,0.42321187,-0.29696661262307317,187.74,-0.29696672916412353,0.5022107335925102
140000,0.9435072,1.0,-0.2070663,0.36893713,0.017661298,0.09840762,0.00029595065,0.26241213,0.42321187,-0.29696661262307317,187.74,-0.29696672916412353,0.5022107335925102
150000,1.0197397,1.0,-0.17700194,0.3218262,0.011233115,0.09665941,0.0002956361,0.24492161,0.5472528,-0.6003554955797477,215.22222222222223,-0.600355617205302,0.6799198088753554
150000,1.0197397,1.0,-0.17700194,0.3218262,0.011233115,0.09665941,0.0002956361,0.24492161,0.5472528,-0.6003554955797477,215.22222222222223,-0.600355617205302,0.6799198088753554
150000,1.0197397,1.0,-0.17700194,0.3218262,0.011233115,0.09665941,0.0002956361,0.24492161,0.5472528,-0.6003554955797477,215.22222222222223,-0.600355617205302,0.6799198088753554
160000,0.96384317,1.0,-0.2054413,0.2743226,0.009770033,0.09999197,0.00029532585,0.21838453,0.5012728,-0.6188054928643396,215.70833333333334,-0.6107518362238052,0.4924048086271641
160000,0.96384317,1.0,-0.2054413,0.2743226,0.009770033,0.09999197,0.00029532585,0.21838453,0.5012728,-0.6188054928643396,215.70833333333334,-0.6107518362238052,0.4924048086271641
160000,0.96384317,1.0,-0.2054413,0.2743226,0.009770033,0.09999197,0.00029532585,0.21838453,0.5012728,-0.6188054928643396,215.70833333333334,-0.6107518362238052,0.4924048086271641
170000,1.0782127,1.0,-0.215969,0.22662753,0.012358786,0.09772385,0.0002950447,0.23152341,0.5699793,-0.46601442977502616,212.67391304347825,-0.4890942657771318,0.5349159374676199
170000,1.0782127,1.0,-0.215969,0.22662753,0.012358786,0.09772385,0.0002950447,0.23152341,0.5699793,-0.46601442977502616,212.67391304347825,-0.4890942657771318,0.5349159374676199
170000,1.0782127,1.0,-0.215969,0.22662753,0.012358786,0.09772385,0.0002950447,0.23152341,0.5699793,-0.46601442977502616,212.67391304347825,-0.4890942657771318,0.5349159374676199
180000,1.0220612,1.0,-0.18456575,0.17998384,0.012960632,0.09611762,0.00029476057,0.21684866,0.53715795,-0.4638866109028459,199.46,-0.4535294683540569,0.4743109898203436
180000,1.0220612,1.0,-0.18456575,0.17998384,0.012960632,0.09611762,0.00029476057,0.21684866,0.53715795,-0.4638866109028459,199.46,-0.4535294683540569,0.4743109898203436
180000,1.0220612,1.0,-0.18456575,0.17998384,0.012960632,0.09611762,0.00029476057,0.21684866,0.53715795,-0.4638866109028459,199.46,-0.4535294683540569,0.4743109898203436
190000,1.0962622,1.0,-0.21101642,0.16627674,0.011629502,0.09982821,0.00029444593,0.22513378,0.58533585,-0.5714374405749064,209.04166666666666,-0.5714375687142214,0.5344276123990616
190000,1.0962622,1.0,-0.21101642,0.16627674,0.011629502,0.09982821,0.00029444593,0.22513378,0.58533585,-0.5714374405749064,209.04166666666666,-0.5714375687142214,0.5344276123990616
190000,1.0962622,1.0,-0.21101642,0.16627674,0.011629502,0.09982821,0.00029444593,0.22513378,0.58533585,-0.5714374405749064,209.04166666666666,-0.5714375687142214,0.5344276123990616
200000,1.0670441,1.0,-0.24234904,0.19507264,0.01671813,0.09782277,0.00029413175,0.23742242,0.57037455,-0.6399469075682149,220.86363636363637,-0.6316047199936801,0.5696303128849628
200000,1.0670441,1.0,-0.24234904,0.19507264,0.01671813,0.09782277,0.00029413175,0.23742242,0.57037455,-0.6399469075682149,220.86363636363637,-0.6316047199936801,0.5696303128849628
200000,1.0670441,1.0,-0.24234904,0.19507264,0.01671813,0.09782277,0.00029413175,0.23742242,0.57037455,-0.6399469075682149,220.86363636363637,-0.6316047199936801,0.5696303128849628
210000,0.9428006,1.0,-0.3023566,0.26811165,0.021676144,0.099415705,0.0002938476,0.28100702,0.40990794,-0.7616200897420302,229.3953488372093,-0.7616512317990147,0.8032546257383602
210000,0.9428006,1.0,-0.3023566,0.26811165,0.021676144,0.099415705,0.0002938476,0.28100702,0.40990794,-0.7616200897420302,229.3953488372093,-0.7616512317990147,0.8032546257383602
210000,0.9428006,1.0,-0.3023566,0.26811165,0.021676144,0.099415705,0.0002938476,0.28100702,0.40990794,-0.7616200897420302,229.3953488372093,-0.7616512317990147,0.8032546257383602
220000,1.0064826,1.0,-0.30818886,0.28867826,0.012611384,0.098892346,0.00029356364,0.2499887,0.5088198,-0.6734147548675538,216.75555555555556,-0.6734148833486769,0.6024515896207756
220000,1.0064826,1.0,-0.30818886,0.28867826,0.012611384,0.098892346,0.00029356364,0.2499887,0.5088198,-0.6734147548675538,216.75555555555556,-0.6734148833486769,0.6024515896207756
220000,1.0064826,1.0,-0.30818886,0.28867826,0.012611384,0.098892346,0.00029356364,0.2499887,0.5088198,-0.6734147548675538,216.75555555555556,-0.6734148833486769,0.6024515896207756
230000,1.0143627,1.0,-0.33361527,0.28044525,0.009097906,0.09786068,0.0002932509,0.2387019,0.5652048,-0.6693477633247233,220.06521739130434,-0.6763263091127923,0.5878124798231936
230000,1.0143627,1.0,-0.33361527,0.28044525,0.009097906,0.09786068,0.0002932509,0.2387019,0.5652048,-0.6693477633247233,220.06521739130434,-0.6763263091127923,0.5878124798231936
230000,1.0143627,1.0,-0.33361527,0.28044525,0.009097906,0.09786068,0.0002932509,0.2387019,0.5652048,-0.6693477633247233,220.06521739130434,-0.6763263091127923,0.5878124798231936
240000,0.81114876,1.0,-0.30556968,0.2561035,0.009177134,0.1031494,0.0002929368,0.21124446,0.3249278,-0.7568295649459793,231.95555555555555,-0.786553100428798,0.5486682748173322
240000,0.81114876,1.0,-0.30556968,0.2561035,0.009177134,0.1031494,0.0002929368,0.21124446,0.3249278,-0.7568295649459793,231.95555555555555,-0.786553100428798,0.5486682748173322
240000,0.81114876,1.0,-0.30556968,0.2561035,0.009177134,0.1031494,0.0002929368,0.21124446,0.3249278,-0.7568295649459793,231.95555555555555,-0.786553100428798,0.5486682748173322
250000,0.8790612,1.0,-0.21217239,0.2616707,0.010500457,0.1016557,0.00029265278,0.18970616,0.28012642,-0.6604285084564859,223.0,-0.632255879252456,0.44702346960819045
250000,0.8790612,1.0,-0.21217239,0.2616707,0.010500457,0.1016557,0.00029265278,0.18970616,0.28012642,-0.6604285084564859,223.0,-0.632255879252456,0.44702346960819045
250000,0.8790612,1.0,-0.21217239,0.2616707,0.010500457,0.1016557,0.00029265278,0.18970616,0.28012642,-0.6604285084564859,223.0,-0.632255879252456,0.44702346960819045
260000,1.0598605,1.0,-0.2711668,0.26269662,0.0064678723,0.10177187,0.00029236975,0.21903837,0.51121306,-0.7927596247321818,231.41860465116278,-0.7878889604693368,0.5255047586702165
260000,1.0598605,1.0,-0.2711668,0.26269662,0.0064678723,0.10177187,0.00029236975,0.21903837,0.51121306,-0.7927596247321818,231.41860465116278,-0.7878889604693368,0.5255047586702165
260000,1.0598605,1.0,-0.2711668,0.26269662,0.0064678723,0.10177187,0.00029236975,0.21903837,0.51121306,-0.7927596247321818,231.41860465116278,-0.7878889604693368,0.5255047586702165
270000,0.9963224,1.0,-0.31183207,0.24342838,0.0062490306,0.098595805,0.00029205327,0.19661814,0.48665792,-0.7951586656216976,232.78571428571428,-0.7998605391313863,0.4859305371552013
270000,0.9963224,1.0,-0.31183207,0.24342838,0.0062490306,0.098595805,0.00029205327,0.19661814,0.48665792,-0.7951586656216976,232.78571428571428,-0.7998605391313863,0.4859305371552013
270000,0.9963224,1.0,-0.31183207,0.24342838,0.0062490306,0.098595805,0.00029205327,0.19661814,0.48665792,-0.7951586656216976,232.78571428571428,-0.7998605391313863,0.4859305371552013
280000,0.9868038,1.0,-0.3493744,0.2462014,0.005848423,0.09798937,0.00029173744,0.20264065,0.4858474,-0.7924696311820298,230.47727272727272,-0.7924697697162628,0.5048291488042609
280000,0.9868038,1.0,-0.3493744,0.2462014,0.005848423,0.09798937,0.00029173744,0.20264065,0.4858474,-0.7924696311820298,230.47727272727272,-0.7924697697162628,0.5048291488042609
280000,0.9868038,1.0,-0.3493744,0.2462014,0.005848423,0.09798937,0.00029173744,0.20264065,0.4858474,-0.7924696311820298,230.47727272727272,-0.7924697697162628,0.5048291488042609
290000,0.9696561,1.0,-0.26670882,0.22137977,0.0049857907,0.094110176,0.00029145618,0.21795961,0.43352476,-0.7936096897791708,233.2439024390244,-0.7884500689804554,0.5425019903108478
290000,0.9696561,1.0,-0.26670882,0.22137977,0.0049857907,0.094110176,0.00029145618,0.21795961,0.43352476,-0.7936096897791708,233.2439024390244,-0.7884500689804554,0.5425019903108478
290000,0.9696561,1.0,-0.26670882,0.22137977,0.0049857907,0.094110176,0.00029145618,0.21795961,0.43352476,-0.7936096897791708,233.2439024390244,-0.7884500689804554,0.5425019903108478
300000,0.864985,1.0,-0.27093297,0.21077351,0.0062166313,0.09921757,0.00029117614,0.16453026,0.41336423,-0.7049419642830996,228.84782608695653,-0.7049710841282554,0.4278549924492836
300000,0.864985,1.0,-0.27093297,0.21077351,0.0062166313,0.09921757,0.00029117614,0.16453026,0.41336423,-0.7049419642830996,228.84782608695653,-0.7049710841282554,0.4278549924492836
300000,0.864985,1.0,-0.27093297,0.21077351,0.0062166313,0.09921757,0.00029117614,0.16453026,0.41336423,-0.7049419642830996,228.84782608695653,-0.7049710841282554,0.4278549924492836
310000,0.7345371,1.0,-0.1673744,0.15588486,0.008380994,0.10063926,0.00029086162,0.15303877,0.31552222,-0.5673629013097121,217.95555555555555,-0.5673630270693037,0.35164476595818994
310000,0.7345371,1.0,-0.1673744,0.15588486,0.008380994,0.10063926,0.00029086162,0.15303877,0.31552222,-0.5673629013097121,217.95555555555555,-0.5673630270693037,0.35164476595818994
310000,0.7345371,1.0,-0.1673744,0.15588486,0.008380994,0.10063926,0.00029086162,0.15303877,0.31552222,-0.5673629013097121,217.95555555555555,-0.5673630270693037,0.35164476595818994
320000,0.6886165,1.0,-0.202495,0.14069626,0.0080555165,0.10295707,0.00029054697,0.15227881,0.2620155,-0.6681925305579272,220.9777777777778,-0.6753768791323123,0.3551274003137065
320000,0.6886165,1.0,-0.202495,0.14069626,0.0080555165,0.10295707,0.00029054697,0.15227881,0.2620155,-0.6681925305579272,220.9777777777778,-0.6753768791323123,0.3551274003137065
320000,0.6886165,1.0,-0.202495,0.14069626,0.0080555165,0.10295707,0.00029054697,0.15227881,0.2620155,-0.6681925305579272,220.9777777777778,-0.6753768791323123,0.3551274003137065
330000,0.7344132,1.0,-0.07779133,0.11171865,0.0127562415,0.09592875,0.0002902281,0.1417035,0.26466972,-0.1977320871498835,177.32142857142858,-0.19773218727537564,0.2828041942313056
330000,0.7344132,1.0,-0.07779133,0.11171865,0.0127562415,0.09592875,0.0002902281,0.1417035,0.26466972,-0.1977320871498835,177.32142857142858,-0.19773218727537564,0.2828041942313056
330000,0.7344132,1.0,-0.07779133,0.11171865,0.0127562415,0.09592875,0.0002902281,0.1417035,0.26466972,-0.1977320871498835,177.32142857142858,-0.19773218727537564,0.2828041942313056
340000,0.8069391,1.0,-0.093577094,0.13827959,0.008754141,0.09523779,0.0002899451,0.1627118,0.3252685,-0.48620561336939955,210.3404255319149,-0.5027826745872912,0.3771008377003929
340000,0.8069391,1.0,-0.093577094,0.13827959,0.008754141,0.09523779,0.0002899451,0.1627118,0.3252685,-0.48620561336939955,210.3404255319149,-0.5027826745872912,0.3771008377003929
340000,0.8069391,1.0,-0.093577094,0.13827959,0.008754141,0.09523779,0.0002899451,0.1627118,0.3252685,-0.48620561336939955,210.3404255319149,-0.5027826745872912,0.3771008377003929
350000,0.76153314,1.0,-0.114162,0.16028695,0.0074015856,0.102665864,0.00028966236,0.16027336,0.28095213,-0.5563900124162753,206.6595744680851,-0.5390417277812958,0.35095123550854623
350000,0.76153314,1.0,-0.114162,0.16028695,0.0074015856,0.102665864,0.00028966236,0.16027336,0.28095213,-0.5563900124162753,206.6595744680851,-0.5390417277812958,0.35095123550854623
350000,0.76153314,1.0,-0.114162,0.16028695,0.0074015856,0.102665864,0.00028966236,0.16027336,0.28095213,-0.5563900124162753,206.6595744680851,-0.5390417277812958,0.35095123550854623
360000,0.7256723,1.0,-0.14836068,0.14228976,0.010833067,0.09827609,0.0002893514,0.15894437,0.3084537,-0.4342532748961821,196.96,-0.4580340707788662,0.3474609789875697
360000,0.7256723,1.0,-0.14836068,0.14228976,0.010833067,0.09827609,0.0002893514,0.15894437,0.3084537,-0.4342532748961821,196.96,-0.4580340707788662,0.3474609789875697
360000,0.7256723,1.0,-0.14836068,0.14228976,0.010833067,0.09827609,0.0002893514,0.15894437,0.3084537,-0.4342532748961821,196.96,-0.4580340707788662,0.3474609789875697
370000,0.71639305,1.0,-0.11787858,0.100605905,0.012264351,0.100360975,0.00028903596,0.1343793,0.2841659,-0.3017178929742211,189.19230769230768,-0.2822327619453646,0.2865252934817998
370000,0.71639305,1.0,-0.11787858,0.100605905,0.012264351,0.100360975,0.00028903596,0.1343793,0.2841659,-0.3017178929742211,189.19230769230768,-0.2822327619453646,0.2865252934817998
370000,0.71639305,1.0,-0.11787858,0.100605905,0.012264351,0.100360975,0.00028903596,0.1343793,0.2841659,-0.3017178929742211,189.19230769230768,-0.2822327619453646,0.2865252934817998
380000,0.6853338,1.0,-0.058537945,0.10728717,0.012625052,0.103051044,0.00028875694,0.12430921,0.22364464,-0.3348666112107987,186.70909090909092,-0.3225988237946122,0.25472732035106876
380000,0.6853338,1.0,-0.058537945,0.10728717,0.012625052,0.103051044,0.00028875694,0.12430921,0.22364464,-0.3348666112107987,186.70909090909092,-0.3225988237946122,0.25472732035106876
380000,0.6853338,1.0,-0.058537945,0.10728717,0.012625052,0.103051044,0.00028875694,0.12430921,0.22364464,-0.3348666112107987,186.70909090909092,-0.3225988237946122,0.25472732035106876
390000,0.7090886,1.0,0.011650766,0.12259001,0.015700474,0.10101108,0.00028847007,0.115680955,0.26828957,-0.055017192603153145,163.22413793103448,-0.0709887510639126,0.19330679615012417
390000,0.7090886,1.0,0.011650766,0.12259001,0.015700474,0.10101108,0.00028847007,0.115680955,0.26828957,-0.055017192603153145,163.22413793103448,-0.0709887510639126,0.19330679615012417
390000,0.7090886,1.0,0.011650766,0.12259001,0.015700474,0.10101108,0.00028847007,0.115680955,0.26828957,-0.055017192603153145,163.22413793103448,-0.0709887510639126,0.19330679615012417
400000,0.6678062,1.0,0.0013788405,0.10736086,0.014332408,0.09360801,0.00028815825,0.10642524,0.21325526,-0.15855550600681453,171.58333333333334,-0.14433903007184046,0.18560166283258064
400000,0.6678062,1.0,0.0013788405,0.10736086,0.014332408,0.09360801,0.00028815825,0.10642524,0.21325526,-0.15855550600681453,171.58333333333334,-0.14433903007184046,0.18560166283258064
400000,0.6678062,1.0,0.0013788405,0.10736086,0.014332408,0.09360801,0.00028815825,0.10642524,0.21325526,-0.15855550600681453,171.58333333333334,-0.14433903007184046,0.18560166283258064
410000,0.6658099,1.0,-0.011220705,0.11722177,0.012692032,0.09846314,0.0002878473,0.10873644,0.20411351,-0.22956358345056121,174.0909090909091,-0.2295636843551289,0.19921054449144074
410000,0.6658099,1.0,-0.011220705,0.11722177,0.012692032,0.09846314,0.0002878473,0.10873644,0.20411351,-0.22956358345056121,174.0909090909091,-0.2295636843551289,0.19921054449144074
410000,0.6658099,1.0,-0.011220705,0.11722177,0.012692032,0.09846314,0.0002878473,0.10873644,0.20411351,-0.22956358345056121,174.0909090909091,-0.2295636843551289,0.19921054449144074
420000,0.65597457,1.0,-0.048129,0.13753465,0.0116361445,0.100448504,0.00028753356,0.095312044,0.21805617,-0.27679756263803157,183.78571428571428,-0.3058036278401102,0.1934608288052654
420000,0.65597457,1.0,-0.048129,0.13753465,0.0116361445,0.100448504,0.00028753356,0.095312044,0.21805617,-0.27679756263803157,183.78571428571428,-0.3058036278401102,0.1934608288052654
420000,0.65597457,1.0,-0.048129,0.13753465,0.0116361445,0.100448504,0.00028753356,0.095312044,0.21805617,-0.27679756263803157,183.78571428571428,-0.3058036278401102,0.1934608288052654
430000,0.6602608,1.0,-0.079770215,0.17327565,0.01350685,0.10003432,0.00028725498,0.10607069,0.18529546,-0.19322635971870766,183.47169811320754,-0.1625283495435175,0.19277916659210054
430000,0.6602608,1.0,-0.079770215,0.17327565,0.01350685,0.10003432,0.00028725498,0.10607069,0.18529546,-0.19322635971870766,183.47169811320754,-0.1625283495435175,0.19277916659210054
430000,0.6602608,1.0,-0.079770215,0.17327565,0.01350685,0.10003432,0.00028725498,0.10607069,0.18529546,-0.19322635971870766,183.47169811320754,-0.1625283495435175,0.19277916659210054
440000,0.6684305,1.0,-0.053604938,0.15547876,0.013925737,0.10115477,0.000286974,0.09486791,0.18424436,-0.1202166177254791,166.15,-0.13463939506499495,0.16757821261817896
440000,0.6684305,1.0,-0.053604938,0.15547876,0.013925737,0.10115477,0.000286974,0.09486791,0.18424436,-0.1202166177254791,166.15,-0.13463939506499495,0.16757821261817896
440000,0.6684305,1.0,-0.053604938,0.15547876,0.013925737,0.10115477,0.000286974,0.09486791,0.18424436,-0.1202166177254791,166.15,-0.13463939506499495,0.16757821261817896
450000,0.63145614,1.0,-0.018527498,0.1303317,0.013010328,0.104177594,0.0002866615,0.07031607,0.16175292,0.0034785427062982515,154.93548387096774,0.0034784592928424956,0.11416199084792865
450000,0.63145614,1.0,-0.018527498,0.1303317,0.013010328,0.104177594,0.0002866615,0.07031607,0.16175292,0.0034785427062982515,154.93548387096774,0.0034784592928424956,0.11416199084792865
450000,0.63145614,1.0,-0.018527498,0.1303317,0.013010328,0.104177594,0.0002866615,0.07031607,0.16175292,0.0034785427062982515,154.93548387096774,0.0034784592928424956,0.11416199084792865
460000,0.59472144,1.0,-0.07007969,0.06091516,0.014712391,0.09819041,0.0002863487,0.07463783,0.12995312,-0.19439339205302053,170.13114754098362,-0.20443893919388453,0.1327588453597855
460000,0.59472144,1.0,-0.07007969,0.06091516,0.014712391,0.09819041,0.0002863487,0.07463783,0.12995312,-0.19439339205302053,170.13114754098362,-0.20443893919388453,0.1327588453597855
460000,0.59472144,1.0,-0.07007969,0.06091516,0.014712391,0.09819041,0.0002863487,0.07463783,0.12995312,-0.19439339205302053,170.13114754098362,-0.20443893919388453,0.1327588453597855
470000,0.50548404,1.0,-0.006308641,0.016537312,0.021404637,0.09862392,0.00028603553,0.0593146,0.084111795,0.1957854302344869,131.26027397260273,0.1986576286522118,0.07938078892451862
470000,0.50548404,1.0,-0.006308641,0.016537312,0.021404637,0.09862392,0.00028603553,0.0593146,0.084111795,0.1957854302344869,131.26027397260273,0.1986576286522118,0.07938078892451862
470000,0.50548404,1.0,-0.006308641,0.016537312,0.021404637,0.09862392,0.00028603553,0.0593146,0.084111795,0.1957854302344869,131.26027397260273,0.1986576286522118,0.07938078892451862
480000,0.5619523,1.0,0.021127727,0.02392216,0.01583419,0.103433795,0.00028575378,0.0686373,0.101578906,-0.028657228649843117,146.71830985915494,-0.014780985457556588,0.108877210970968
480000,0.5619523,1.0,0.021127727,0.02392216,0.01583419,0.103433795,0.00028575378,0.0686373,0.101578906,-0.028657228649843117,146.71830985915494,-0.014780985457556588,0.108877210970968
480000,0.5619523,1.0,0.021127727,0.02392216,0.01583419,0.103433795,0.00028575378,0.0686373,0.101578906,-0.028657228649843117,146.71830985915494,-0.014780985457556588,0.108877210970968
490000,0.5064919,1.0,0.0049701617,-0.011965536,0.018141057,0.09602246,0.00028546987,0.05975922,0.07524667,0.05386194578438465,138.88571428571427,0.03901874305496753,0.08394589780708513
490000,0.5064919,1.0,0.0049701617,-0.011965536,0.018141057,0.09602246,0.00028546987,0.05975922,0.07524667,0.05386194578438465,138.88571428571427,0.03901874305496753,0.08394589780708513
490000,0.5064919,1.0,0.0049701617,-0.011965536,0.018141057,0.09602246,0.00028546987,0.05975922,0.07524667,0.05386194578438465,138.88571428571427,0.03901874305496753,0.08394589780708513
500000,0.5513108,1.0,-0.011750974,0.026885204,0.021570425,0.09735428,0.0002851565,0.06042877,0.09145304,0.1585540967659924,131.32432432432432,0.17440636558075473,0.08604585727770839
